Serial,Company ,Date, Change,NetProfit,NetCapital
22,Company.81,12/31/2010,0.412698413,-587.3015873,412.6984127
23,Company.81,6/30/2011,1.884615385,884.6153846,1884.615385
24,Company.81,12/31/2011,0.632653061,-367.3469388,632.6530612
25,Company.81,6/30/2012,2.193548387,1193.548387,2193.548387
26,Company.81,12/31/2012,0.5,-500,500
27,Company.81,6/30/2013,2.882352941,1882.352941,2882.352941
28,Company.81,12/31/2013,0.734693878,-265.3061224,734.6938776
29,Company.81,6/30/2014,2.055555556,1055.555556,2055.555556
30,Company.81,12/31/2014,0.459459459,-540.5405405,459.4594595
31,Company.81,6/30/2015,2.147058824,1147.058824,2147.058824
32,Company.81,12/31/2015,0.424657534,-575.3424658,424.6575342
33,Company.81,6/30/2016,2.274193548,1274.193548,2274.193548
34,Company.81,12/31/2016,0.375886525,-624.1134752,375.8865248
35,Company.81,6/30/2017,2.320754717,1320.754717,2320.754717
36,Company.81,12/31/2017,0.552845528,-447.1544715,552.8455285
37,Company.81,6/30/2018,2.161764706,1161.764706,2161.764706
38,Company.81,12/31/2018,0.31292517,-687.0748299,312.9251701
39,Company.81,6/30/2019,2.47826087,1478.26087,2478.26087
40,Company.81,12/31/2019,0.342105263,-657.8947368,342.1052632
41,Company.81,6/30/2020,2.41025641,1410.25641,2410.25641
42,Company.81,12/31/2020,0.319148936,-680.8510638,319.1489362
43,Company.81,6/30/2021,3.5,2500,3500
,,,,,
1,Company.82,6/30/2000,NA,NA,NA
2,Company.82,12/31/2000,1,0,1000
3,Company.82,6/30/2001,0.901960784,-98.03921569,901.9607843
4,Company.82,12/31/2001,0.956521739,-43.47826087,956.5217391
5,Company.82,6/30/2002,1.568181818,568.1818182,1568.181818
6,Company.82,12/31/2002,0.971014493,-28.98550725,971.0144928
7,Company.82,6/30/2003,1.029850746,29.85074627,1029.850746
8,Company.82,12/31/2003,0.898550725,-101.4492754,898.5507246
9,Company.82,6/30/2004,1.032258065,32.25806452,1032.258065
10,Company.82,12/31/2004,1.25,250,1250
11,Company.82,6/30/2005,0.875,-125,875
12,Company.82,12/31/2005,1.171428571,171.4285714,1171.428571
13,Company.82,6/30/2006,1.036585366,36.58536585,1036.585366
14,Company.82,12/31/2006,0.929411765,-70.58823529,929.4117647
15,Company.82,6/30/2007,1.265822785,265.8227848,1265.822785
15,Company.82,12/31/2007,0.99,-10,990
17,Company.82,6/30/2008,1.050505051,50.50505051,1050.505051
18,Company.82,12/31/2008,0.980769231,-19.23076923,980.7692308
19,Company.82,6/30/2009,0.852941176,-147.0588235,852.9411765
20,Company.82,12/31/2009,0.977011494,-22.98850575,977.0114943
21,Company.82,6/30/2010,1.258823529,258.8235294,1258.823529
22,Company.82,12/31/2010,1.028037383,28.03738318,1028.037383
23,Company.82,6/30/2011,0.954545455,-45.45454545,954.5454545
24,Company.82,12/31/2011,1.047619048,47.61904762,1047.619048
25,Company.82,6/30/2012,1.072727273,72.72727273,1072.727273
26,Company.82,12/31/2012,1.042372881,42.37288136,1042.372881
27,Company.82,6/30/2013,0.983739837,-16.2601626,983.7398374
28,Company.82,12/31/2013,0.975206612,-24.79338843,975.2066116
29,Company.82,6/30/2014,1.169491525,169.4915254,1169.491525
30,Company.82,12/31/2014,0.81884058,-181.1594203,818.8405797
31,Company.82,6/30/2015,0.96460177,-35.39823009,964.6017699
32,Company.82,12/31/2015,0.669724771,-330.2752294,669.7247706
33,Company.82,6/30/2016,1.068493151,68.49315068,1068.493151
34,Company.82,12/31/2016,1.41025641,410.2564103,1410.25641
35,Company.82,6/30/2017,0.972727273,-27.27272727,972.7272727
36,Company.82,12/31/2017,1,0,1000
37,Company.82,6/30/2018,1.046728972,46.72897196,1046.728972
38,Company.82,12/31/2018,0.955357143,-44.64285714,955.3571429
39,Company.82,6/30/2019,1.018691589,18.69158879,1018.691589
40,Company.82,12/31/2019,0.944954128,-55.04587156,944.9541284
41,Company.82,6/30/2020,1.029126214,29.12621359,1029.126214
42,Company.82,12/31/2020,1.188679245,188.6792453,1188.679245
43,Company.82,6/30/2021,0.841269841,-158.7301587,841.2698413
,,,,,
1,Company.83,6/30/2000,NA,NA,NA
2,Company.83,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.83,6/30/2001,1.16,160,1160
4,Company.83,12/31/2001,1.034482759,34.48275862,1034.482759
5,Company.83,6/30/2002,1.055555556,55.55555556,1055.555556
6,Company.83,12/31/2002,1,0,1000
7,Company.83,6/30/2003,1.115789474,115.7894737,1115.789474
8,Company.83,12/31/2003,0.952830189,-47.16981132,952.8301887
9,Company.83,6/30/2004,1.059405941,59.40594059,1059.405941
10,Company.83,12/31/2004,0.971962617,-28.03738318,971.9626168
11,Company.83,6/30/2005,1.125,125,1125
12,Company.83,12/31/2005,0.948717949,-51.28205128,948.7179487
13,Company.83,6/30/2006,1.108108108,108.1081081,1108.108108
14,Company.83,12/31/2006,0.991869919,-8.130081301,991.8699187
15,Company.83,6/30/2007,1.090163934,90.16393443,1090.163934
15,Company.83,12/31/2007,0.947368421,-52.63157895,947.3684211
17,Company.83,6/30/2008,1.055555556,55.55555556,1055.555556
18,Company.83,12/31/2008,0.992481203,-7.518796992,992.481203
19,Company.83,6/30/2009,0.96969697,-30.3030303,969.6969697
20,Company.83,12/31/2009,1.0234375,23.4375,1023.4375
21,Company.83,6/30/2010,1.091603053,91.60305344,1091.603053
22,Company.83,12/31/2010,0.993006993,-6.993006993,993.006993
23,Company.83,6/30/2011,1.077464789,77.46478873,1077.464789
24,Company.83,12/31/2011,0.973856209,-26.14379085,973.8562092
25,Company.83,6/30/2012,1.080536913,80.53691275,1080.536913
26,Company.83,12/31/2012,0.99378882,-6.211180124,993.7888199
27,Company.83,6/30/2013,1.04375,43.75,1043.75
28,Company.83,12/31/2013,0.97005988,-29.94011976,970.0598802
29,Company.83,6/30/2014,1.092592593,92.59259259,1092.592593
30,Company.83,12/31/2014,0.983050847,-16.94915254,983.0508475
31,Company.83,6/30/2015,1.051724138,51.72413793,1051.724138
32,Company.83,12/31/2015,0.967213115,-32.78688525,967.2131148
33,Company.83,6/30/2016,1.056497175,56.49717514,1056.497175
34,Company.83,12/31/2016,1.032085561,32.0855615,1032.085561
35,Company.83,6/30/2017,1.005181347,5.18134715,1005.181347
36,Company.83,12/31/2017,1.010309278,10.30927835,1010.309278
37,Company.83,6/30/2018,0.790816327,-209.1836735,790.8163265
38,Company.83,12/31/2018,0.922580645,-77.41935484,922.5806452
39,Company.83,6/30/2019,1.118881119,118.8811189,1118.881119
40,Company.83,12/31/2019,1.01875,18.75,1018.75
41,Company.83,6/30/2020,0.858895706,-141.1042945,858.8957055
42,Company.83,12/31/2020,0.957142857,-42.85714286,957.1428571
43,Company.83,6/30/2021,0.895522388,-104.4776119,895.5223881
,,,,,
1,Company.84,6/30/2000,NA,NA,NA
2,Company.84,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.84,6/30/2001,1.16,160,1160
4,Company.84,12/31/2001,1.034482759,34.48275862,1034.482759
5,Company.84,6/30/2002,0.122222222,-877.7777778,122.2222222
6,Company.84,12/31/2002,1,0,1000
7,Company.84,6/30/2003,1.090909091,90.90909091,1090.909091
8,Company.84,12/31/2003,1.333333333,333.3333333,1333.333333
9,Company.84,6/30/2004,2.3125,1312.5,2312.5
10,Company.84,12/31/2004,0.972972973,-27.02702703,972.972973
11,Company.84,6/30/2005,1,0,1000
12,Company.84,12/31/2005,3.083333333,2083.333333,3083.333333
13,Company.84,6/30/2006,1.108108108,108.1081081,1108.108108
14,Company.84,12/31/2006,0.406504065,-593.495935,406.504065
15,Company.84,6/30/2007,1.38,380,1380
15,Company.84,12/31/2007,0.739130435,-260.8695652,739.1304348
17,Company.84,6/30/2008,0.901960784,-98.03921569,901.9607843
18,Company.84,12/31/2008,0.934782609,-65.2173913,934.7826087
19,Company.84,6/30/2009,0.930232558,-69.76744186,930.2325581
20,Company.84,12/31/2009,1.025,25,1025
21,Company.84,6/30/2010,1,0,1000
22,Company.84,12/31/2010,0.951219512,-48.7804878,951.2195122
23,Company.84,6/30/2011,0.820512821,-179.4871795,820.5128205
24,Company.84,12/31/2011,0.90625,-93.75,906.25
25,Company.84,6/30/2012,1.034482759,34.48275862,1034.482759
26,Company.84,12/31/2012,0.966666667,-33.33333333,966.6666667
27,Company.84,6/30/2013,0.689655172,-310.3448276,689.6551724
28,Company.84,12/31/2013,1.9,900,1900
29,Company.84,6/30/2014,0.736842105,-263.1578947,736.8421053
30,Company.84,12/31/2014,1.392857143,392.8571429,1392.857143
31,Company.84,6/30/2015,1,0,1000
32,Company.84,12/31/2015,0.974358974,-25.64102564,974.3589744
33,Company.84,6/30/2016,1.289473684,289.4736842,1289.473684
34,Company.84,12/31/2016,0.918367347,-81.63265306,918.3673469
35,Company.84,6/30/2017,1.111111111,111.1111111,1111.111111
36,Company.84,12/31/2017,0.92,-80,920
37,Company.84,6/30/2018,0.97826087,-21.73913043,978.2608696
38,Company.84,12/31/2018,0.822222222,-177.7777778,822.2222222
39,Company.84,6/30/2019,1.162162162,162.1621622,1162.162162
40,Company.84,12/31/2019,1.23255814,232.5581395,1232.55814
41,Company.84,6/30/2020,0.905660377,-94.33962264,905.6603774
42,Company.84,12/31/2020,1,0,1000
43,Company.84,6/30/2021,1.020833333,20.83333333,1020.833333
,,,,,
1,Company.85,6/30/2000,NA,NA,NA
2,Company.85,12/31/2000,0.836363636,-163.6363636,836.3636364
3,Company.85,6/30/2001,1.260869565,260.8695652,1260.869565
4,Company.85,12/31/2001,0.948275862,-51.72413793,948.2758621
5,Company.85,6/30/2002,1.345454545,345.4545455,1345.454545
6,Company.85,12/31/2002,0.986486486,-13.51351351,986.4864865
7,Company.85,6/30/2003,1.02739726,27.39726027,1027.39726
8,Company.85,12/31/2003,1.013333333,13.33333333,1013.333333
9,Company.85,6/30/2004,1.105263158,105.2631579,1105.263158
10,Company.85,12/31/2004,0.880952381,-119.047619,880.952381
11,Company.85,6/30/2005,1,0,1000
12,Company.85,12/31/2005,1.094594595,94.59459459,1094.594595
13,Company.85,6/30/2006,0.864197531,-135.8024691,864.1975309
14,Company.85,12/31/2006,0.971428571,-28.57142857,971.4285714
15,Company.85,6/30/2007,1.102941176,102.9411765,1102.941176
15,Company.85,12/31/2007,0.92,-80,920
17,Company.85,6/30/2008,1.15942029,159.4202899,1159.42029
18,Company.85,12/31/2008,0.9625,-37.5,962.5
19,Company.85,6/30/2009,0.727272727,-272.7272727,727.2727273
20,Company.85,12/31/2009,1.196428571,196.4285714,1196.428571
21,Company.85,6/30/2010,1.179104478,179.1044776,1179.104478
22,Company.85,12/31/2010,1.113924051,113.9240506,1113.924051
23,Company.85,6/30/2011,1.136363636,136.3636364,1136.363636
24,Company.85,12/31/2011,0.92,-80,920
25,Company.85,6/30/2012,0.934782609,-65.2173913,934.7826087
26,Company.85,12/31/2012,0.88372093,-116.2790698,883.7209302
27,Company.85,6/30/2013,1.105263158,105.2631579,1105.263158
28,Company.85,12/31/2013,0.94047619,-59.52380952,940.4761905
29,Company.85,6/30/2014,1.037974684,37.97468354,1037.974684
30,Company.85,12/31/2014,1.036585366,36.58536585,1036.585366
31,Company.85,6/30/2015,1.070588235,70.58823529,1070.588235
32,Company.85,12/31/2015,1.21978022,219.7802198,1219.78022
33,Company.85,6/30/2016,1.072072072,72.07207207,1072.072072
34,Company.85,12/31/2016,1.042016807,42.01680672,1042.016807
35,Company.85,6/30/2017,1.314516129,314.516129,1314.516129
36,Company.85,12/31/2017,0.871165644,-128.8343558,871.1656442
37,Company.85,6/30/2018,1.267605634,267.6056338,1267.605634
38,Company.85,12/31/2018,0.966666667,-33.33333333,966.6666667
39,Company.85,6/30/2019,0.82183908,-178.1609195,821.8390805
40,Company.85,12/31/2019,1.041958042,41.95804196,1041.958042
41,Company.85,6/30/2020,1.093959732,93.95973154,1093.959732
42,Company.85,12/31/2020,0.950920245,-49.0797546,950.9202454
43,Company.85,6/30/2021,0.948387097,-51.61290323,948.3870968
,,,,,
1,Company.86,6/30/2000,NA,NA,NA
2,Company.86,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.86,6/30/2001,1.16,160,1160
4,Company.86,12/31/2001,1.034482759,34.48275862,1034.482759
5,Company.86,6/30/2002,1.055555556,55.55555556,1055.555556
6,Company.86,12/31/2002,1,0,1000
7,Company.86,6/30/2003,1.115789474,115.7894737,1115.789474
8,Company.86,12/31/2003,0.952830189,-47.16981132,952.8301887
9,Company.86,6/30/2004,1.059405941,59.40594059,1059.405941
10,Company.86,12/31/2004,0.971962617,-28.03738318,971.9626168
11,Company.86,6/30/2005,1.125,125,1125
12,Company.86,12/31/2005,0.948717949,-51.28205128,948.7179487
13,Company.86,6/30/2006,1.108108108,108.1081081,1108.108108
14,Company.86,12/31/2006,0.991869919,-8.130081301,991.8699187
15,Company.86,6/30/2007,1.090163934,90.16393443,1090.163934
15,Company.86,12/31/2007,0.947368421,-52.63157895,947.3684211
17,Company.86,6/30/2008,1.055555556,55.55555556,1055.555556
18,Company.86,12/31/2008,0.992481203,-7.518796992,992.481203
19,Company.86,6/30/2009,0.96969697,-30.3030303,969.6969697
20,Company.86,12/31/2009,1.0234375,23.4375,1023.4375
21,Company.86,6/30/2010,1.091603053,91.60305344,1091.603053
22,Company.86,12/31/2010,0.993006993,-6.993006993,993.006993
23,Company.86,6/30/2011,1.077464789,77.46478873,1077.464789
24,Company.86,12/31/2011,0.973856209,-26.14379085,973.8562092
25,Company.86,6/30/2012,1.080536913,80.53691275,1080.536913
26,Company.86,12/31/2012,0.422360248,-577.6397516,422.3602484
27,Company.86,6/30/2013,1.102941176,102.9411765,1102.941176
28,Company.86,12/31/2013,1.906666667,906.6666667,1906.666667
29,Company.86,6/30/2014,1.13986014,139.8601399,1139.86014
30,Company.86,12/31/2014,1.067484663,67.48466258,1067.484663
31,Company.86,6/30/2015,1.051724138,51.72413793,1051.724138
32,Company.86,12/31/2015,0.863387978,-136.6120219,863.3879781
33,Company.86,6/30/2016,1.044303797,44.30379747,1044.303797
34,Company.86,12/31/2016,0.987878788,-12.12121212,987.8787879
35,Company.86,6/30/2017,1.055214724,55.21472393,1055.214724
36,Company.86,12/31/2017,0.98255814,-17.44186047,982.5581395
37,Company.86,6/30/2018,1.00591716,5.917159763,1005.91716
38,Company.86,12/31/2018,1.064705882,64.70588235,1064.705882
39,Company.86,6/30/2019,1.005524862,5.524861878,1005.524862
40,Company.86,12/31/2019,0.967032967,-32.96703297,967.032967
41,Company.86,6/30/2020,0.863636364,-136.3636364,863.6363636
42,Company.86,12/31/2020,0.934210526,-65.78947368,934.2105263
43,Company.86,6/30/2021,0.922535211,-77.46478873,922.5352113
,,,,,
1,Company.87,6/30/2000,NA,NA,NA
2,Company.87,12/31/2000,1.042857143,42.85714286,1042.857143
3,Company.87,6/30/2001,2.794520548,1794.520548,2794.520548
4,Company.87,12/31/2001,0.274509804,-725.4901961,274.5098039
5,Company.87,6/30/2002,3.607142857,2607.142857,3607.142857
6,Company.87,12/31/2002,1.014851485,14.85148515,1014.851485
7,Company.87,6/30/2003,0.502439024,-497.5609756,502.4390244
8,Company.87,12/31/2003,0.941747573,-58.25242718,941.7475728
9,Company.87,6/30/2004,0.948453608,-51.54639175,948.4536082
10,Company.87,12/31/2004,1.02173913,21.73913043,1021.73913
11,Company.87,6/30/2005,2.191489362,1191.489362,2191.489362
12,Company.87,12/31/2005,1,0,1000
13,Company.87,6/30/2006,0.567961165,-432.038835,567.961165
14,Company.87,12/31/2006,1.025641026,25.64102564,1025.641026
15,Company.87,6/30/2007,1.083333333,83.33333333,1083.333333
15,Company.87,12/31/2007,0.846153846,-153.8461538,846.1538462
17,Company.87,6/30/2008,1.081818182,81.81818182,1081.818182
18,Company.87,12/31/2008,1.050420168,50.42016807,1050.420168
19,Company.87,6/30/2009,1.608,608,1608
20,Company.87,12/31/2009,0.651741294,-348.2587065,651.7412935
21,Company.87,6/30/2010,1.091603053,91.60305344,1091.603053
22,Company.87,12/31/2010,0.993006993,-6.993006993,993.006993
23,Company.87,6/30/2011,1.077464789,77.46478873,1077.464789
24,Company.87,12/31/2011,0.934640523,-65.35947712,934.6405229
25,Company.87,6/30/2012,1.076923077,76.92307692,1076.923077
26,Company.87,12/31/2012,1.318181818,318.1818182,1318.181818
27,Company.87,6/30/2013,0.995073892,-4.926108374,995.0738916
28,Company.87,12/31/2013,1.004950495,4.95049505,1004.950495
29,Company.87,6/30/2014,0.990147783,-9.852216749,990.1477833
30,Company.87,12/31/2014,0.676616915,-323.3830846,676.6169154
31,Company.87,6/30/2015,0.948529412,-51.47058824,948.5294118
32,Company.87,12/31/2015,0.829457364,-170.5426357,829.4573643
33,Company.87,6/30/2016,1.747663551,747.6635514,1747.663551
34,Company.87,12/31/2016,0.475935829,-524.0641711,475.9358289
35,Company.87,6/30/2017,0.876404494,-123.5955056,876.4044944
36,Company.87,12/31/2017,1.307692308,307.6923077,1307.692308
37,Company.87,6/30/2018,1.088235294,88.23529412,1088.235294
38,Company.87,12/31/2018,1.09009009,90.09009009,1090.09009
39,Company.87,6/30/2019,1.016528926,16.52892562,1016.528926
40,Company.87,12/31/2019,0.93495935,-65.04065041,934.9593496
41,Company.87,6/30/2020,1.6,600,1600
42,Company.87,12/31/2020,0.429347826,-570.6521739,429.3478261
43,Company.87,6/30/2021,0.974683544,-25.3164557,974.6835443
,,,,,
1,Company.88,6/30/2000,NA,NA,NA
2,Company.88,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.88,6/30/2001,1.16,160,1160
4,Company.88,12/31/2001,1.034482759,34.48275862,1034.482759
5,Company.88,6/30/2002,1.055555556,55.55555556,1055.555556
6,Company.88,12/31/2002,1,0,1000
7,Company.88,6/30/2003,1.115789474,115.7894737,1115.789474
8,Company.88,12/31/2003,0.952830189,-47.16981132,952.8301887
9,Company.88,6/30/2004,1.059405941,59.40594059,1059.405941
10,Company.88,12/31/2004,0.971962617,-28.03738318,971.9626168
11,Company.88,6/30/2005,1.125,125,1125
12,Company.88,12/31/2005,0.948717949,-51.28205128,948.7179487
13,Company.88,6/30/2006,0.522522523,-477.4774775,522.5225225
14,Company.88,12/31/2006,0.879310345,-120.6896552,879.3103448
15,Company.88,6/30/2007,1.254901961,254.9019608,1254.901961
15,Company.88,12/31/2007,1.015625,15.625,1015.625
17,Company.88,6/30/2008,1.046153846,46.15384615,1046.153846
18,Company.88,12/31/2008,0.852941176,-147.0588235,852.9411765
19,Company.88,6/30/2009,0.982758621,-17.24137931,982.7586207
20,Company.88,12/31/2009,1.543859649,543.8596491,1543.859649
21,Company.88,6/30/2010,0.943181818,-56.81818182,943.1818182
22,Company.88,12/31/2010,0.855421687,-144.5783133,855.4216867
23,Company.88,6/30/2011,1.014084507,14.08450704,1014.084507
24,Company.88,12/31/2011,0.902777778,-97.22222222,902.7777778
25,Company.88,6/30/2012,0.876923077,-123.0769231,876.9230769
26,Company.88,12/31/2012,1.035087719,35.0877193,1035.087719
27,Company.88,6/30/2013,2.169491525,1169.491525,2169.491525
28,Company.88,12/31/2013,1.234375,234.375,1234.375
29,Company.88,6/30/2014,1.259493671,259.4936709,1259.493671
30,Company.88,12/31/2014,1.025125628,25.12562814,1025.125628
31,Company.88,6/30/2015,0.985294118,-14.70588235,985.2941176
32,Company.88,12/31/2015,1,0,1000
33,Company.88,6/30/2016,0.985074627,-14.92537313,985.0746269
34,Company.88,12/31/2016,1.025252525,25.25252525,1025.252525
35,Company.88,6/30/2017,0.980295567,-19.7044335,980.2955665
36,Company.88,12/31/2017,0.778894472,-221.1055276,778.8944724
37,Company.88,6/30/2018,0.483870968,-516.1290323,483.8709677
38,Company.88,12/31/2018,0.68,-320,680
39,Company.88,6/30/2019,0.921568627,-78.43137255,921.5686275
40,Company.88,12/31/2019,0.765957447,-234.0425532,765.9574468
41,Company.88,6/30/2020,1.027777778,27.77777778,1027.777778
42,Company.88,12/31/2020,0.945945946,-54.05405405,945.9459459
43,Company.88,6/30/2021,1.485714286,485.7142857,1485.714286
,,,,,
1,Company.89,6/30/2000,NA,NA,NA
2,Company.89,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.89,6/30/2001,1.16,160,1160
4,Company.89,12/31/2001,1.034482759,34.48275862,1034.482759
5,Company.89,6/30/2002,1.055555556,55.55555556,1055.555556
6,Company.89,12/31/2002,1,0,1000
7,Company.89,6/30/2003,1.115789474,115.7894737,1115.789474
8,Company.89,12/31/2003,0.952830189,-47.16981132,952.8301887
9,Company.89,6/30/2004,2.03960396,1039.60396,2039.60396
10,Company.89,12/31/2004,1.009708738,9.708737864,1009.708738
11,Company.89,6/30/2005,0.995192308,-4.807692308,995.1923077
12,Company.89,12/31/2005,0.536231884,-463.7681159,536.2318841
13,Company.89,6/30/2006,1.846846847,846.8468468,1846.846847
14,Company.89,12/31/2006,1.009756098,9.756097561,1009.756098
15,Company.89,6/30/2007,1.009661836,9.661835749,1009.661836
15,Company.89,12/31/2007,1.014354067,14.35406699,1014.354067
17,Company.89,6/30/2008,0.966981132,-33.01886792,966.9811321
18,Company.89,12/31/2008,1.043902439,43.90243902,1043.902439
19,Company.89,6/30/2009,1.004672897,4.672897196,1004.672897
20,Company.89,12/31/2009,0.990697674,-9.302325581,990.6976744
21,Company.89,6/30/2010,0.957746479,-42.25352113,957.7464789
22,Company.89,12/31/2010,1.039215686,39.21568627,1039.215686
23,Company.89,6/30/2011,1.004716981,4.716981132,1004.716981
24,Company.89,12/31/2011,1,0,1000
25,Company.89,6/30/2012,1,0,1000
26,Company.89,12/31/2012,0.995305164,-4.694835681,995.3051643
27,Company.89,6/30/2013,1,0,1000
28,Company.89,12/31/2013,1,0,1000
29,Company.89,6/30/2014,1,0,1000
30,Company.89,12/31/2014,0.981132075,-18.86792453,981.1320755
31,Company.89,6/30/2015,0.985576923,-14.42307692,985.5769231
32,Company.89,12/31/2015,0.985365854,-14.63414634,985.3658537
33,Company.89,6/30/2016,0.975247525,-24.75247525,975.2475248
34,Company.89,12/31/2016,0.974619289,-25.38071066,974.6192893
35,Company.89,6/30/2017,1.041666667,41.66666667,1041.666667
36,Company.89,12/31/2017,0.96,-40,960
37,Company.89,6/30/2018,0.927083333,-72.91666667,927.0833333
38,Company.89,12/31/2018,1.028089888,28.08988764,1028.089888
39,Company.89,6/30/2019,0.896174863,-103.8251366,896.1748634
40,Company.89,12/31/2019,1.085365854,85.36585366,1085.365854
41,Company.89,6/30/2020,1.011235955,11.23595506,1011.235955
42,Company.89,12/31/2020,0.977777778,-22.22222222,977.7777778
43,Company.89,6/30/2021,1.039772727,39.77272727,1039.772727
,,,,,
1,Company.90,6/30/2000,NA,NA,NA
2,Company.90,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.90,6/30/2001,1.16,160,1160
4,Company.90,12/31/2001,1.034482759,34.48275862,1034.482759
5,Company.90,6/30/2002,1.055555556,55.55555556,1055.555556
6,Company.90,12/31/2002,1,0,1000
7,Company.90,6/30/2003,1.115789474,115.7894737,1115.789474
8,Company.90,12/31/2003,0.952830189,-47.16981132,952.8301887
9,Company.90,6/30/2004,1.059405941,59.40594059,1059.405941
10,Company.90,12/31/2004,0.971962617,-28.03738318,971.9626168
11,Company.90,6/30/2005,1.125,125,1125
12,Company.90,12/31/2005,0.948717949,-51.28205128,948.7179487
13,Company.90,6/30/2006,1.108108108,108.1081081,1108.108108
14,Company.90,12/31/2006,0.991869919,-8.130081301,991.8699187
15,Company.90,6/30/2007,1.090163934,90.16393443,1090.163934
15,Company.90,12/31/2007,0.947368421,-52.63157895,947.3684211
17,Company.90,6/30/2008,1.055555556,55.55555556,1055.555556
18,Company.90,12/31/2008,0.992481203,-7.518796992,992.481203
19,Company.90,6/30/2009,0.96969697,-30.3030303,969.6969697
20,Company.90,12/31/2009,1.0234375,23.4375,1023.4375
21,Company.90,6/30/2010,1.091603053,91.60305344,1091.603053
22,Company.90,12/31/2010,0.993006993,-6.993006993,993.006993
23,Company.90,6/30/2011,1.077464789,77.46478873,1077.464789
24,Company.90,12/31/2011,0.973856209,-26.14379085,973.8562092
25,Company.90,6/30/2012,1.080536913,80.53691275,1080.536913
26,Company.90,12/31/2012,0.99378882,-6.211180124,993.7888199
27,Company.90,6/30/2013,1.04375,43.75,1043.75
28,Company.90,12/31/2013,0.97005988,-29.94011976,970.0598802
29,Company.90,6/30/2014,1.092592593,92.59259259,1092.592593
30,Company.90,12/31/2014,0.983050847,-16.94915254,983.0508475
31,Company.90,6/30/2015,0.517241379,-482.7586207,517.2413793
32,Company.90,12/31/2015,1.133333333,133.3333333,1133.333333
33,Company.90,6/30/2016,1.460784314,460.7843137,1460.784314
34,Company.90,12/31/2016,1.020134228,20.13422819,1020.134228
35,Company.90,6/30/2017,1.111842105,111.8421053,1111.842105
36,Company.90,12/31/2017,0.99408284,-5.917159763,994.0828402
37,Company.90,6/30/2018,1,0,1000
38,Company.90,12/31/2018,1.005952381,5.952380952,1005.952381
39,Company.90,6/30/2019,0.982248521,-17.75147929,982.2485207
40,Company.90,12/31/2019,0.951807229,-48.19277108,951.8072289
41,Company.90,6/30/2020,0.759493671,-240.5063291,759.4936709
42,Company.90,12/31/2020,1.175,175,1175
43,Company.90,6/30/2021,1.056737589,56.73758865,1056.737589
,,,,,
1,Company.91,6/30/2000,NA,NA,NA
2,Company.91,12/31/2000,0.949367089,-50.63291139,949.3670886
3,Company.91,6/30/2001,2.76,1760,2760
4,Company.91,12/31/2001,1,0,1000
5,Company.91,6/30/2002,1.004830918,4.830917874,1004.830918
6,Company.91,12/31/2002,1.004807692,4.807692308,1004.807692
7,Company.91,6/30/2003,1,0,1000
8,Company.91,12/31/2003,1,0,1000
9,Company.91,6/30/2004,1,0,1000
10,Company.91,12/31/2004,0.497607656,-502.3923445,497.6076555
11,Company.91,6/30/2005,1.125,125,1125
12,Company.91,12/31/2005,1.829059829,829.0598291,1829.059829
13,Company.91,6/30/2006,0.574766355,-425.2336449,574.7663551
14,Company.91,12/31/2006,1.74796748,747.9674797,1747.96748
15,Company.91,6/30/2007,0.986046512,-13.95348837,986.0465116
15,Company.91,12/31/2007,1.014150943,14.1509434,1014.150943
17,Company.91,6/30/2008,0.995348837,-4.651162791,995.3488372
18,Company.91,12/31/2008,0.990654206,-9.345794393,990.6542056
19,Company.91,6/30/2009,0.603773585,-396.2264151,603.7735849
20,Company.91,12/31/2009,1.0234375,23.4375,1023.4375
21,Company.91,6/30/2010,1.603053435,603.0534351,1603.053435
22,Company.91,12/31/2010,0.676190476,-323.8095238,676.1904762
23,Company.91,6/30/2011,0.330985915,-669.0140845,330.9859155
24,Company.91,12/31/2011,1.446808511,446.8085106,1446.808511
25,Company.91,6/30/2012,1.014705882,14.70588235,1014.705882
26,Company.91,12/31/2012,1.173913043,173.9130435,1173.913043
27,Company.91,6/30/2013,0.407407407,-592.5925926,407.4074074
28,Company.91,12/31/2013,1.575757576,575.7575758,1575.757576
29,Company.91,6/30/2014,3.038461538,2038.461538,3038.461538
30,Company.91,12/31/2014,0.930379747,-69.62025316,930.3797468
31,Company.91,6/30/2015,1.142857143,142.8571429,1142.857143
32,Company.91,12/31/2015,0.267857143,-732.1428571,267.8571429
33,Company.91,6/30/2016,0.133333333,-866.6666667,133.3333333
34,Company.91,12/31/2016,0.666666667,-333.3333333,666.6666667
35,Company.91,6/30/2017,1.25,250,1250
36,Company.91,12/31/2017,1,0,1000
37,Company.91,6/30/2018,0.8,-200,800
38,Company.91,12/31/2018,0.75,-250,750
39,Company.91,6/30/2019,1.666666667,666.6666667,1666.666667
40,Company.91,12/31/2019,0.8,-200,800
41,Company.91,6/30/2020,1,0,1000
42,Company.91,12/31/2020,1,0,1000
43,Company.91,6/30/2021,16.75,15750,16750
,,,,,
